Index,Experiment,Citation,Laboratory,Device,Container,Duration_h,T_C,P_Gpa,fO2,Phases,Type,SiO2_Bulk,TiO2_Bulk,Al2O3_Bulk,Fe2O3_Bulk,FeO_Bulk,MgO_Bulk,CaO_Bulk,Na2O_Bulk,K2O_Bulk
2085,T-4209,"Falloon, T.J., Green, D.H., O'Neill, H.St.C., Hibberson, W.O. (1997) Experimental tests of low degree peridotite partial melt compositions: implications for the nature of anhydrous near-solidus peridotite melts at 1 Gpa. Earth and Planetary Science Letters 152 149-162. ",University of Tasmania,PC,"Pt,C",24,1315,1,,liq,Bulk,57.90000153,0.610000014,19.28000069,,4.320000172,5.269999981,6.900000095,5.659999847,
2086,T-4206,"Falloon, T.J., Green, D.H., O'Neill, H.St.C., Hibberson, W.O. (1997) Experimental tests of low degree peridotite partial melt compositions: implications for the nature of anhydrous near-solidus peridotite melts at 1 Gpa. Earth and Planetary Science Letters 152 149-162. ",University of Tasmania,PC,"Pt,C",24,1305,1,,plag+liq,Bulk,57.90000153,0.610000014,19.28000069,,4.320000172,5.269999981,6.900000095,5.659999847,
2089,T-4252,"Falloon, T.J., Green, D.H., O'Neill, H.St.C., Hibberson, W.O. (1997) Experimental tests of low degree peridotite partial melt compositions: implications for the nature of anhydrous near-solidus peridotite melts at 1 Gpa. Earth and Planetary Science Letters 152 149-162. ",University of Tasmania,PC,"Pt,C",28,1310,1,,liq,Bulk,53.5,0.680000007,18.5,,5.21999979,8.199999809,9.699999809,4,
2094,T-4249,"Falloon, T.J., Green, D.H., O'Neill, H.St.C., Hibberson, W.O. (1997) Experimental tests of low degree peridotite partial melt compositions: implications for the nature of anhydrous near-solidus peridotite melts at 1 Gpa. Earth and Planetary Science Letters 152 149-162. ",University of Tasmania,PC,"Pt,C",19,1310,1,,ol+opx+cpx+spn+liq,Bulk,46.49200058,0.150000006,5.203999996,,6.951200008,35.6576004,3.772000074,65.13800049,
2095,T-4251,"Falloon, T.J., Green, D.H., O'Neill, H.St.C., Hibberson, W.O. (1997) Experimental tests of low degree peridotite partial melt compositions: implications for the nature of anhydrous near-solidus peridotite melts at 1 Gpa. Earth and Planetary Science Letters 152 149-162. ",University of Tasmania,PC,"Pt,C",28,1310,1,,ol+opx+cpx+spn+liq,Bulk,46.70000076,0.195500001,6.157999992,,6.886000156,33.78499985,4.429999828,60.36349869,
2178,B-166,"Wagner, T.P., Grove, T.L. (1997) Experimental constraints on the origin of lunar high-Ti ultramafic glasses. Geochimica et Cosmochimica Acta 61 1315-1327. S0016-7037(96)00387-0",Massachusetts Institute of Technology,PC,"Pt,C",84,1370,1.700000048,IW,liq+ol+opx+ilm,Bulk,34,16.39999962,4.599999905,,24.5,13.30000019,6.900000095,0.230000004,0.159999996
2179,B-167,"Wagner, T.P., Grove, T.L. (1997) Experimental constraints on the origin of lunar high-Ti ultramafic glasses. Geochimica et Cosmochimica Acta 61 1315-1327. S0016-7037(96)00387-0",Massachusetts Institute of Technology,PC,"Pt,C",22,1370,1.169999957,IW,liq+ol+opx+spn,Bulk,34,16.39999962,4.599999905,,24.5,13.30000019,6.900000095,0.230000004,0.159999996
2181,B-170,"Wagner, T.P., Grove, T.L. (1997) Experimental constraints on the origin of lunar high-Ti ultramafic glasses. Geochimica et Cosmochimica Acta 61 1315-1327. S0016-7037(96)00387-0",Massachusetts Institute of Technology,PC,"Pt,C",44,1385,1.289999962,IW,liq+ol+opx+spn,Bulk,34,16.39999962,4.599999905,,24.5,13.30000019,6.900000095,0.230000004,0.159999996
2186,BPC-17,"Wagner, T.P., Grove, T.L. (1997) Experimental constraints on the origin of lunar high-Ti ultramafic glasses. Geochimica et Cosmochimica Acta 61 1315-1327. S0016-7037(96)00387-0",Massachusetts Institute of Technology,PC,"Pt,C",24,1390,1.159999967,IW,liq+ol+spn,Bulk,34,16.39999962,4.599999905,,24.5,13.30000019,6.900000095,0.230000004,0.159999996
2189,1,"Wagner, T.P., Grove, T.L. (1997) Experimental constraints on the origin of lunar high-Ti ultramafic glasses. Geochimica et Cosmochimica Acta 61 1315-1327. S0016-7037(96)00387-0",Massachusetts Institute of Technology,1-atm,AuPd,4.5,1360,1.00E-04,IW,liq+spn,Bulk,34,16.39999962,4.599999905,,24.5,13.30000019,6.900000095,0.230000004,0.159999996
2190,2,"Wagner, T.P., Grove, T.L. (1997) Experimental constraints on the origin of lunar high-Ti ultramafic glasses. Geochimica et Cosmochimica Acta 61 1315-1327. S0016-7037(96)00387-0",Massachusetts Institute of Technology,1-atm,AuPd,3.5,1375,1.00E-04,IW,liq,Bulk,34,16.39999962,4.599999905,,24.5,13.30000019,6.900000095,0.230000004,0.159999996
2216,BK2.20,"Parman, S.W., Grove, T.L. (2004) Harzburgite melting with and without H2O: experimental data and predictive modeling. Journal of Geophysical Research 109 20-Jan. 10.1029/2003JB002566",Massachusetts Institute of Technology,PC,AuPd,57,1350,2.200000048,,liq+ol+opx+spn,Bulk,49.22999954,0.430000007,4.619999886,,11.13000011,23.13999939,10.14000034,0.610000014,0.02
2221,W.7,"Parman, S.W., Grove, T.L. (2004) Harzburgite melting with and without H2O: experimental data and predictive modeling. Journal of Geophysical Research 109 20-Jan. 10.1029/2003JB002566",Massachusetts Institute of Technology,PC,AuPd,23,1320,1.200000048,,liq+ol+spn,Bulk,48.11999893,0.49000001,13.78999996,,8.479999542,18.71999931,8.729999542,1.100000024,0.029999999
2240,52,"Wagner, T.P., Grove, T.L. (1997) Experimental constraints on the origin of lunar high-Ti ultramafic glasses. Geochimica et Cosmochimica Acta 61 1315-1327. S0016-7037(96)00387-0",Massachusetts Institute of Technology,PC,"Pt,C",0.5,1350,1,IW,liq+ilm+spn+ol+cpx,Bulk,48,0.25999999,7.739999771,,16.5,18.20000076,8.569999695,,
2400,373,"Keshav, S., Gudfinnsson, G.H., Sen, G., Fei, Y. (2004) High-pressure melting experiments on garnet clinopyroxenite and the alkalic to tholeiitic transition in ocean-island basalts. Earth and Planetary Science Letters 223 365-379. ","Geophysical Laboratory, Carnegie Institution, Washington DC",PC,Pt,52,1310,2,CCO,liq+cpx+spn+gt,Bulk,46.38000107,0.629999995,16.42000008,,7.639999866,16.47999954,10.73999977,0.99000001,0.090000004
2401,371,"Keshav, S., Gudfinnsson, G.H., Sen, G., Fei, Y. (2004) High-pressure melting experiments on garnet clinopyroxenite and the alkalic to tholeiitic transition in ocean-island basalts. Earth and Planetary Science Letters 223 365-379. ","Geophysical Laboratory, Carnegie Institution, Washington DC",PC,Pt,67,1340,2,CCO,liq+cpx+spn+gt,Bulk,46.38000107,0.629999995,16.42000008,,7.639999866,16.47999954,10.73999977,0.99000001,0.090000004
2402,369,"Keshav, S., Gudfinnsson, G.H., Sen, G., Fei, Y. (2004) High-pressure melting experiments on garnet clinopyroxenite and the alkalic to tholeiitic transition in ocean-island basalts. Earth and Planetary Science Letters 223 365-379. ","Geophysical Laboratory, Carnegie Institution, Washington DC",PC,Pt,36,1360,2,CCO,liq+cpx+spn+gt,Bulk,46.38000107,0.629999995,16.42000008,,7.639999866,16.47999954,10.73999977,0.99000001,0.090000004
2403,370,"Keshav, S., Gudfinnsson, G.H., Sen, G., Fei, Y. (2004) High-pressure melting experiments on garnet clinopyroxenite and the alkalic to tholeiitic transition in ocean-island basalts. Earth and Planetary Science Letters 223 365-379. ","Geophysical Laboratory, Carnegie Institution, Washington DC",PC,Pt,34,1385,2,CCO,liq+cpx+spn,Bulk,46.38000107,0.629999995,16.42000008,,7.639999866,16.47999954,10.73999977,0.99000001,0.090000004
2407,380,"Keshav, S., Gudfinnsson, G.H., Sen, G., Fei, Y. (2004) High-pressure melting experiments on garnet clinopyroxenite and the alkalic to tholeiitic transition in ocean-island basalts. Earth and Planetary Science Letters 223 365-379. ","Geophysical Laboratory, Carnegie Institution, Washington DC",PC,Pt,51,1320,2.5,CCO,cpx+gt,Bulk,46.38000107,0.629999995,16.42000008,,7.639999866,16.47999954,10.73999977,0.99000001,0.090000004
2408,381,"Keshav, S., Gudfinnsson, G.H., Sen, G., Fei, Y. (2004) High-pressure melting experiments on garnet clinopyroxenite and the alkalic to tholeiitic transition in ocean-island basalts. Earth and Planetary Science Letters 223 365-379. ","Geophysical Laboratory, Carnegie Institution, Washington DC",PC,Pt,25,1345,2.5,CCO,liq+cpx+gt,Bulk,46.38000107,0.629999995,16.42000008,,7.639999866,16.47999954,10.73999977,0.99000001,0.090000004
2409,378,"Keshav, S., Gudfinnsson, G.H., Sen, G., Fei, Y. (2004) High-pressure melting experiments on garnet clinopyroxenite and the alkalic to tholeiitic transition in ocean-island basalts. Earth and Planetary Science Letters 223 365-379. ","Geophysical Laboratory, Carnegie Institution, Washington DC",PC,Pt,26,1370,2.5,CCO,liq+cpx+gt,Bulk,46.38000107,0.629999995,16.42000008,,7.639999866,16.47999954,10.73999977,0.99000001,0.090000004
2415,E4,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",72,1325,2,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2416,E5,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",30,1350,2,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2417,E6,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",5,1350,2,,liq,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2418,E7,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",16.79999924,1363,2.5,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2419,E8,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",24,1391,2.5,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2420,E9,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",120,1363,2.5,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2421,E10,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",7,1363,2.5,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2422,E11,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",5.300000191,1391,2.5,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2423,E12,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",24,1335,2.5,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2424,R2,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",93,1325,2,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2425,R3,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",72,1310,2,,liq,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2426,R4,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",72,1340,2.700000048,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2427,R5,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",72,1310,2,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2428,RH1,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",72,1310,2,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2429,RH2,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",72,1340,2,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2431,Z20-1,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",48,1340,2,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2432,Z20-2,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",48,1325,2,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2433,Z25-1,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",47,1340,2.5,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2434,Z25-2,"Johnson, K.T.M. (1998) Experimental determination of partition coefficients for rare earth and high-field-strength elements between clinopyroxene, garnet, and basaltic melt at high pressures. Contrib Mineral Petrol 133 60-68. ",University of Tokyo,PC,"Pt,C",37,1390,2.5,,liq+cpx,Bulk,50,2.599999905,12.60000038,,10.80000019,9.390000343,10.89999962,2.329999924,0.479999989
2438,D92,"Hesse, M., Grove, T.L. (2003) Absarokites from the western Mexican Volcanic Belt: constraints on mantle wedge conditions. Contrib Mineral Petrol 146 10-27. ",Massachusetts Institute of Technology,PC,C,12,1340,1.600000024,QFM,liq+ol+opx+cpx,Bulk,48.83000183,0.910000026,14.55000019,,7.909999847,12.42000008,8.659999847,3.289999962,1.210000038
2439,D86,"Hesse, M., Grove, T.L. (2003) Absarokites from the western Mexican Volcanic Belt: constraints on mantle wedge conditions. Contrib Mineral Petrol 146 10-27. ",Massachusetts Institute of Technology,PC,C,3.299999952,1360,1.600000024,QFM,liq+ol+opx,Bulk,48.83000183,0.910000026,14.55000019,,7.909999847,12.42000008,8.659999847,3.289999962,1.210000038
2440,D89,"Hesse, M., Grove, T.L. (2003) Absarokites from the western Mexican Volcanic Belt: constraints on mantle wedge conditions. Contrib Mineral Petrol 146 10-27. ",Massachusetts Institute of Technology,PC,C,3,1380,1.600000024,QFM,liq+ol+opx+cpx,Bulk,48.83000183,0.910000026,14.55000019,,7.909999847,12.42000008,8.659999847,3.289999962,1.210000038
2445,D82,"Hesse, M., Grove, T.L. (2003) Absarokites from the western Mexican Volcanic Belt: constraints on mantle wedge conditions. Contrib Mineral Petrol 146 10-27. ",Massachusetts Institute of Technology,PC,C,7.5,1340,2,QFM,liq+opx+cpx,Bulk,48.83000183,0.910000026,14.55000019,,7.909999847,12.42000008,8.659999847,3.289999962,1.210000038
2446,D81,"Hesse, M., Grove, T.L. (2003) Absarokites from the western Mexican Volcanic Belt: constraints on mantle wedge conditions. Contrib Mineral Petrol 146 10-27. ",Massachusetts Institute of Technology,PC,C,4,1360,2,QFM,liq+opx+cpx,Bulk,48.83000183,0.910000026,14.55000019,,7.909999847,12.42000008,8.659999847,3.289999962,1.210000038
2447,D84,"Hesse, M., Grove, T.L. (2003) Absarokites from the western Mexican Volcanic Belt: constraints on mantle wedge conditions. Contrib Mineral Petrol 146 10-27. ",Massachusetts Institute of Technology,PC,C,6,1380,2,QFM,liq+opx+cpx,Bulk,48.83000183,0.910000026,14.55000019,,7.909999847,12.42000008,8.659999847,3.289999962,1.210000038
2458,B855,"Hesse, M., Grove, T.L. (2003) Absarokites from the western Mexican Volcanic Belt: constraints on mantle wedge conditions. Contrib Mineral Petrol 146 10-27. ",Massachusetts Institute of Technology,PC,AuPd,2.5,1320,1.600000024,QFM,liq,Bulk,47.88999939,0.920000017,14.64000034,,7.760000229,11.86999989,7.980000019,3.589999914,1.179999948
2463,B848,"Hesse, M., Grove, T.L. (2003) Absarokites from the western Mexican Volcanic Belt: constraints on mantle wedge conditions. Contrib Mineral Petrol 146 10-27. ",Massachusetts Institute of Technology,PC,AuPd,2.5,1320,1.799999952,QFM,liq,Bulk,47.88999939,0.920000017,14.64000034,,7.760000229,11.86999989,7.980000019,3.589999914,1.179999948
2465,B849,"Hesse, M., Grove, T.L. (2003) Absarokites from the western Mexican Volcanic Belt: constraints on mantle wedge conditions. Contrib Mineral Petrol 146 10-27. ",Massachusetts Institute of Technology,PC,AuPd,2.5,1320,2,QFM,liq+opx,Bulk,47.88999939,0.920000017,14.64000034,,7.760000229,11.86999989,7.980000019,3.589999914,1.179999948
2466,B856,"Hesse, M., Grove, T.L. (2003) Absarokites from the western Mexican Volcanic Belt: constraints on mantle wedge conditions. Contrib Mineral Petrol 146 10-27. ",Massachusetts Institute of Technology,PC,AuPd,2.5,1340,2,QFM,liq,Bulk,47.88999939,0.920000017,14.64000034,,7.760000229,11.86999989,7.980000019,3.589999914,1.179999948
2808,RB262,"Brooker, R.A., Kohn, S.C., Holloway, J.R., McMillan, P.F. (2001) Structural controls on the solubility of CO2 in silicate melts; Part I: bulk solubility dat. Chemical Geology 174 225-239. ",University of Bristol,PC,Pt,,1350,1.200000048,,liq+fl,Bulk,28.34000015,1.710000038,7.760000229,,5.309999943,9.760000229,27.97999954,7.96999979,3.480000019
2868,YP34,"Morizet, Y., Brooker, R.A., Kohn, S.C. (2002) CO2 in haplo-phonolite melt: solubility, speciation and carbonate complexation. Geochimica et Cosmochimica Acta 66 1809-1820. 0016-7037/02",University of Bristol,PC,AuPd,3,1350,1,,liq+fl,Bulk,56.84000015,0.560000002,23.04000092,,,4.079999924,1.580000043,13.89999962,
2874,YP31,"Morizet, Y., Brooker, R.A., Kohn, S.C. (2002) CO2 in haplo-phonolite melt: solubility, speciation and carbonate complexation. Geochimica et Cosmochimica Acta 66 1809-1820. 0016-7037/02",University of Bristol,PC,AuPd,3,1350,1.5,,liq+fl,Bulk,56.84000015,0.560000002,23.04000092,,,4.079999924,1.580000043,13.89999962,
2884,YP28,"Morizet, Y., Brooker, R.A., Kohn, S.C. (2002) CO2 in haplo-phonolite melt: solubility, speciation and carbonate complexation. Geochimica et Cosmochimica Acta 66 1809-1820. 0016-7037/02",University of Bristol,PC,AuPd,3,1350,2,,liq+fl,Bulk,56.84000015,0.560000002,23.04000092,,,4.079999924,1.580000043,13.89999962,
2893,YP62b,"Morizet, Y., Brooker, R.A., Kohn, S.C. (2002) CO2 in haplo-phonolite melt: solubility, speciation and carbonate complexation. Geochimica et Cosmochimica Acta 66 1809-1820. 0016-7037/02",University of Bristol,PC,AuPd,3,1350,2.5,,liq+fl,Bulk,56.84000015,0.560000002,23.04000092,,,4.079999924,1.580000043,13.89999962,
2938,DC56A,"Ohlhorst, S., Behrens, H., Holtz, F. (2001) Compositional dependence of molar absortivities of near-infrared OH- and H2O bands in rhyolitic to basaltic glasses. Chemical Geology 174 5-20. ",University of Hannover,IHPV,Pt,1,1303,0.5,MMO<->NNO,liq+fl,Bulk,65.19000244,0.649999976,15.28999996,,4.679999828,2.109999895,4.840000153,3.650000095,2.519999981
2939,DC56B,"Ohlhorst, S., Behrens, H., Holtz, F. (2001) Compositional dependence of molar absortivities of near-infrared OH- and H2O bands in rhyolitic to basaltic glasses. Chemical Geology 174 5-20. ",University of Hannover,IHPV,Pt,1,1303,0.5,MMO<->NNO,liq+fl,Bulk,65.19000244,0.649999976,15.28999996,,4.679999828,2.109999895,4.840000153,3.650000095,2.519999981
2948,PU70A,"Ohlhorst, S., Behrens, H., Holtz, F. (2001) Compositional dependence of molar absortivities of near-infrared OH- and H2O bands in rhyolitic to basaltic glasses. Chemical Geology 174 5-20. ",University of Hannover,IHPV,Pt,0.5,1313,0.5,MMO<->NNO,liq+fl,Bulk,57.06999969,0.839999974,17.45999908,,7.559999943,4.260000229,7.570000172,3.299999952,1.600000024
2949,PU70B,"Ohlhorst, S., Behrens, H., Holtz, F. (2001) Compositional dependence of molar absortivities of near-infrared OH- and H2O bands in rhyolitic to basaltic glasses. Chemical Geology 174 5-20. ",University of Hannover,IHPV,Pt,0.5,1313,0.5,MMO<->NNO,liq+fl,Bulk,57.06999969,0.839999974,17.45999908,,7.559999943,4.260000229,7.570000172,3.299999952,1.600000024
2950,PU71A,"Ohlhorst, S., Behrens, H., Holtz, F. (2001) Compositional dependence of molar absortivities of near-infrared OH- and H2O bands in rhyolitic to basaltic glasses. Chemical Geology 174 5-20. ",University of Hannover,IHPV,Pt,0.600000024,1306,0.5,MMO<->NNO,liq+fl,Bulk,57.06999969,0.839999974,17.45999908,,7.559999943,4.260000229,7.570000172,3.299999952,1.600000024
2951,PU71B,"Ohlhorst, S., Behrens, H., Holtz, F. (2001) Compositional dependence of molar absortivities of near-infrared OH- and H2O bands in rhyolitic to basaltic glasses. Chemical Geology 174 5-20. ",University of Hannover,IHPV,Pt,0.600000024,1306,0.5,MMO<->NNO,liq+fl,Bulk,57.06999969,0.839999974,17.45999908,,7.559999943,4.260000229,7.570000172,3.299999952,1.600000024
2952,PU72A,"Ohlhorst, S., Behrens, H., Holtz, F. (2001) Compositional dependence of molar absortivities of near-infrared OH- and H2O bands in rhyolitic to basaltic glasses. Chemical Geology 174 5-20. ",University of Hannover,IHPV,Pt,0.5,1339,0.5,MMO<->NNO,liq+fl,Bulk,57.06999969,0.839999974,17.45999908,,7.559999943,4.260000229,7.570000172,3.299999952,1.600000024
2953,PU72B,"Ohlhorst, S., Behrens, H., Holtz, F. (2001) Compositional dependence of molar absortivities of near-infrared OH- and H2O bands in rhyolitic to basaltic glasses. Chemical Geology 174 5-20. ",University of Hannover,IHPV,Pt,0.5,1339,0.5,MMO<->NNO,liq+fl,Bulk,57.06999969,0.839999974,17.45999908,,7.559999943,4.260000229,7.570000172,3.299999952,1.600000024
3069,SYNWC-1-5,"Elkins-Tanton, L.T., and Grove, T.L. (2003) Evidence for deep melting of hydrous metasomatized mantle: Pliocene high-potassium magmas from the Sierra Nevadas.. Journal of Geophysical Research [Sol. Ea] 108 2350. 10.1029/2002JB002168",Massachusetts Institute of Technology,PC,C,4.5,1390,1.200000048,,ol+liq,Bulk,43.52999878,1.169999957,12.65999985,,8.56000042,13.94999981,11.38000011,2.339999914,3.089999914
3091,SYNWC-1+Si+Al-6,"Elkins-Tanton, L.T., and Grove, T.L. (2003) Evidence for deep melting of hydrous metasomatized mantle: Pliocene high-potassium magmas from the Sierra Nevadas.. Journal of Geophysical Research [Sol. Ea] 108 2350. 10.1029/2002JB002168",Massachusetts Institute of Technology,PC,C,6,1370,2.5,,gt+cpx+liq,Bulk,46.54000092,1,13.13000011,,7.809999943,13.56000042,11.06000042,2.269999981,1.5
3093,SYNWC-1+H2O-2,"Elkins-Tanton, L.T., and Grove, T.L. (2003) Evidence for deep melting of hydrous metasomatized mantle: Pliocene high-potassium magmas from the Sierra Nevadas.. Journal of Geophysical Research [Sol. Ea] 108 2350. 10.1029/2002JB002168",Massachusetts Institute of Technology,PC,C,2.5,1350,2,,phl+spn,Bulk,41.88999939,1.120000005,12.18000031,,8.239999771,13.42000008,10.94999981,2.25,2.970000029
3261,5,"Elkins-Tanton, L.T., Chatterjee, N., and Grove, T.L.  (2003) Experimental and petrological constraints on lunar differentiation from the Apollo 15 green picritic glasses. Meteoritics & Planetary Science 38 515-527. ",Massachusetts Institute of Technology,1-atm,C,4,1390,1.00E-04,,liq+spn,Bulk,46.00999832,0.419999987,7.929999828,,18.87999916,17.57999992,8.479999542,,
3262,6,"Elkins-Tanton, L.T., Chatterjee, N., and Grove, T.L.  (2003) Experimental and petrological constraints on lunar differentiation from the Apollo 15 green picritic glasses. Meteoritics & Planetary Science 38 515-527. ",Massachusetts Institute of Technology,1-atm,C,3,1370,1.00E-04,,liq+spn+ol,Bulk,46.00999832,0.419999987,7.929999828,,18.87999916,17.57999992,8.479999542,,
3265,10,"Elkins-Tanton, L.T., Chatterjee, N., and Grove, T.L.  (2003) Experimental and petrological constraints on lunar differentiation from the Apollo 15 green picritic glasses. Meteoritics & Planetary Science 38 515-527. ",Massachusetts Institute of Technology,PC,C,8,1380,1.299999952,,liq+ol+opx+cpx,Bulk,46.00999832,0.419999987,7.929999828,,18.87999916,17.57999992,8.479999542,,
3272,19,"Elkins-Tanton, L.T., Chatterjee, N., and Grove, T.L.  (2003) Experimental and petrological constraints on lunar differentiation from the Apollo 15 green picritic glasses. Meteoritics & Planetary Science 38 515-527. ",Massachusetts Institute of Technology,PC,C,5,1360,1.299999952,,liq+ol+opx+cpx+spn,Bulk,46.00999832,0.419999987,7.929999828,,18.87999916,17.57999992,8.479999542,,
3303,KYBP10,"Liu, T.C., Chen, B.R., and Chen, C.H. (2000) Melting experiment of a Wannienta basalt in the Kuanyinshan area, northern Taiwan, at pressures up to 2.0 GPa.. Journal of Asian Earth Sciences 18 519-531. ","Dept. Earth Sci, National Taiwan Normal University, Taipei, Taiwan, Roc",PC,Pt,4,1340,1.5,,liq,Bulk,50.47000122,0.839999974,16.37000084,,8.119999886,7.989999771,8.859999657,2.369999886,1.600000024
3307,KYBP13,"Liu, T.C., Chen, B.R., and Chen, C.H. (2000) Melting experiment of a Wannienta basalt in the Kuanyinshan area, northern Taiwan, at pressures up to 2.0 GPa.. Journal of Asian Earth Sciences 18 519-531. ","Dept. Earth Sci, National Taiwan Normal University, Taipei, Taiwan, Roc",PC,Pt,3.299999952,1340,2,,liq,Bulk,50.47000122,0.839999974,16.37000084,,8.119999886,7.989999771,8.859999657,2.369999886,1.600000024
